fips,admin2,province_state,country_region,last_update,latitude,longitude,confirmed,deaths,recovered,active,combined_key
39149,Shelby,Ohio,US,2020-05-15T02:33:02,40.332,-84.203,34,1,0,33,"Shelby, Ohio, US"
47157,Shelby,Tennessee,US,2020-05-15T02:33:02,35.127,-89.925,3542,81,0,3461,"Shelby, Tennessee, US"
48419,Shelby,Texas,US,2020-05-15T02:33:02,31.792,-94.146,167,5,0,162,"Shelby, Texas, US"
51171,Shedoah,Virginia,US,2020-05-15T02:33:02,38.859,-78.568,278,9,0,269,"Shedoah, Virginia, US"
27141,Sherburne,Minnesota,US,2020-05-15T02:33:02,45.444,-93.776,130,1,0,129,"Sherburne, Minnesota, US"
20179,Sheridan,Kansas,US,2020-05-15T02:33:02,39.35,-100.442,2,0,0,2,"Sheridan, Kansas, US"
56033,Sheridan,Wyoming,US,2020-05-15T02:33:02,44.79,-106.886,16,0,0,16,"Sheridan, Wyoming, US"
20181,Sherman,Kansas,US,2020-05-15T02:33:02,39.351,-101.72,5,0,0,5,"Sherman, Kansas, US"
31163,Sherman,Nebraska,US,2020-05-15T02:33:02,41.22,-98.976,2,0,0,2,"Sherman, Nebraska, US"
41055,Sherman,Oregon,US,2020-05-15T02:33:02,45.415,-120.683,1,0,0,1,"Sherman, Oregon, US"
48421,Sherman,Texas,US,2020-05-15T02:33:02,36.278,-101.893,23,0,0,23,"Sherman, Texas, US"
26155,Shiawassee,Michigan,US,2020-05-15T02:33:02,42.954,-84.146,219,19,0,200,"Shiawassee, Michigan, US"
27143,Sibley,Minnesota,US,2020-05-15T02:33:02,44.58,-94.232,4,0,0,4,"Sibley, Minnesota, US"
35051,Sierra,New Mexico,US,2020-05-15T02:33:02,33.13,-107.193,1,0,0,1,"Sierra, New Mexico, US"
30093,Silver Bow,Montana,US,2020-05-15T02:33:02,45.9,-112.662,11,0,0,11,"Silver Bow, Montana, US"
21213,Simpson,Kentucky,US,2020-05-15T02:33:02,36.741,-86.58,35,2,0,33,"Simpson, Kentucky, US"
28127,Simpson,Mississippi,US,2020-05-15T02:33:02,31.913,-89.917,72,0,0,72,"Simpson, Mississippi, US"
19167,Sioux,Iowa,US,2020-05-15T02:33:02,43.082,-96.177,111,0,0,111,"Sioux, Iowa, US"
38085,Sioux,North Dakota,US,2020-05-15T02:33:02,46.113,-101.044,1,0,0,1,"Sioux, North Dakota, US"
06093,Siskiyou,California,US,2020-05-15T02:33:02,41.592,-122.541,5,0,0,5,"Siskiyou, California, US"
02220,Sitka,Alaska,US,2020-05-15T02:33:02,57.241,-135.321,1,0,0,1,"Sitka, Alaska, US"
53057,Skagit,Washington,US,2020-05-15T02:33:02,48.482,-121.766,416,14,0,402,"Skagit, Washington, US"
53059,Skamania,Washington,US,2020-05-15T02:33:02,46.024,-121.916,3,0,0,3,"Skamania, Washington, US"
38087,Slope,North Dakota,US,2020-05-15T02:33:02,46.447,-103.46,3,0,0,3,"Slope, North Dakota, US"
20183,Smith,Kansas,US,2020-05-15T02:33:02,39.785,-98.786,2,0,0,2,"Smith, Kansas, US"
28129,Smith,Mississippi,US,2020-05-15T02:33:02,32.017,-89.506,107,7,0,100,"Smith, Mississippi, US"
47159,Smith,Tennessee,US,2020-05-15T02:33:02,36.254,-85.954,24,1,0,23,"Smith, Tennessee, US"
48423,Smith,Texas,US,2020-05-15T02:33:02,32.375,-95.272,186,3,0,183,"Smith, Texas, US"
51173,Smyth,Virginia,US,2020-05-15T02:33:02,36.845,-81.533,15,0,0,15,"Smyth, Virginia, US"
53061,Snohomish,Washington,US,2020-05-15T02:33:02,48.033,-121.834,2739,122,0,2617,"Snohomish, Washington, US"
42109,Snyder,Pennsylvania,US,2020-05-15T02:33:02,40.771,-77.068,33,1,0,32,"Snyder, Pennsylvania, US"
35053,Socorro,New Mexico,US,2020-05-15T02:33:02,34.007,-106.93,49,4,0,45,"Socorro, New Mexico, US"
06095,Solano,California,US,2020-05-15T02:33:02,38.268,-121.936,408,14,0,394,"Solano, California, US"
23025,Somerset,Maine,US,2020-05-15T02:33:02,45.512,-69.96,18,0,0,18,"Somerset, Maine, US"
24039,Somerset,Maryland,US,2020-05-15T02:33:02,38.116,-75.751,51,0,0,51,"Somerset, Maryland, US"
34035,Somerset,New Jersey,US,2020-05-15T02:33:02,40.565,-74.617,4159,348,0,3811,"Somerset, New Jersey, US"
42111,Somerset,Pennsylvania,US,2020-05-15T02:33:02,39.972,-79.027,32,1,0,31,"Somerset, Pennsylvania, US"
06097,Sonoma,California,US,2020-05-15T02:33:02,38.578,-122.989,337,4,0,333,"Sonoma, California, US"
51175,Southampton,Virginia,US,2020-05-15T02:33:02,36.722,-77.106,134,2,0,132,"Southampton, Virginia, US"
02240,Southeast Fairbanks,Alaska,US,2020-05-15T02:33:02,63.877,-143.213,2,0,0,2,"Southeast Fairbanks, Alaska, US"
,Southeast Utah,Utah,US,2020-05-15T02:33:02,38.996,-110.701,13,0,0,13,"Southeast Utah, Utah, US"
90049,Southwest Utah,Utah,US,2020-05-15T02:33:02,37.854,-111.442,187,3,0,184,"Southwest Utah, Utah, US"
13255,Spalding,Georgia,US,2020-05-15T02:33:02,33.263,-84.28,239,12,0,227,"Spalding, Georgia, US"
45083,Spartanburg,South Carolina,US,2020-05-15T02:33:02,34.861,-81.954,358,13,0,345,"Spartanburg, South Carolina, US"
18147,Spencer,Indiana,US,2020-05-15T02:33:02,38.015,-87.008,7,1,0,6,"Spencer, Indiana, US"
21215,Spencer,Kentucky,US,2020-05-15T02:33:02,38.032,-85.327,16,0,0,16,"Spencer, Kentucky, US"
46115,Spink,South Dakota,US,2020-05-15T02:33:02,44.938,-98.346,4,0,0,4,"Spink, South Dakota, US"
53063,Spokane,Washington,US,2020-05-15T02:33:02,47.659,-117.422,393,29,0,364,"Spokane, Washington, US"
51177,Spotsylvania,Virginia,US,2020-05-15T02:33:02,38.186,-77.655,282,4,0,278,"Spotsylvania, Virginia, US"
22087,St. Bernard,Louisiana,US,2020-05-15T02:33:02,29.878,-89.519,516,18,0,498,"St. Bernard, Louisiana, US"
22089,St. Charles,Louisiana,US,2020-05-15T02:33:02,29.907,-90.356,602,42,0,560,"St. Charles, Louisiana, US"
29183,St. Charles,Missouri,US,2020-05-15T02:33:02,38.779,-90.667,688,52,0,636,"St. Charles, Missouri, US"
01115,St. Clair,Alabama,US,2020-05-15T02:33:02,33.719,-86.31,88,1,0,87,"St. Clair, Alabama, US"
17163,St. Clair,Illinois,US,2020-05-15T02:33:02,38.47,-89.931,759,61,0,698,"St. Clair, Illinois, US"
26147,St. Clair,Michigan,US,2020-05-15T02:33:02,42.927,-82.679,394,28,0,366,"St. Clair, Michigan, US"
29185,St. Clair,Missouri,US,2020-05-15T02:33:02,38.037,-93.776,2,0,0,2,"St. Clair, Missouri, US"
55109,St. Croix,Wisconsin,US,2020-05-15T02:33:02,45.034,-92.45,37,0,0,37,"St. Croix, Wisconsin, US"
05123,St. Francis,Arkansas,US,2020-05-15T02:33:02,35.022,-90.748,316,0,0,316,"St. Francis, Arkansas, US"
29187,St. Francois,Missouri,US,2020-05-15T02:33:02,37.812,-90.476,33,2,0,31,"St. Francois, Missouri, US"
22091,St. Helena,Louisiana,US,2020-05-15T02:33:02,30.822,-90.71,38,1,0,37,"St. Helena, Louisiana, US"
22093,St. James,Louisiana,US,2020-05-15T02:33:02,30.025,-90.802,284,22,0,262,"St. James, Louisiana, US"
22095,St. John the Baptist,Louisiana,US,2020-05-15T02:33:02,30.126,-90.475,820,78,0,742,"St. John the Baptist, Louisiana, US"
12109,St. Johns,Florida,US,2020-05-15T02:33:02,29.901,-81.436,231,5,0,226,"St. Johns, Florida, US"
18141,St. Joseph,Indiana,US,2020-05-15T02:33:02,41.618,-86.29,897,28,0,869,"St. Joseph, Indiana, US"
26149,St. Joseph,Michigan,US,2020-05-15T02:33:02,41.914,-85.528,79,1,0,78,"St. Joseph, Michigan, US"
22097,St. Landry,Louisiana,US,2020-05-15T02:33:02,30.597,-92.001,244,51,0,193,"St. Landry, Louisiana, US"
36089,St. Lawrence,New York,US,2020-05-15T02:33:02,44.498,-75.066,192,0,0,192,"St. Lawrence, New York, US"
27137,St. Louis,Minnesota,US,2020-05-15T02:33:02,47.605,-92.469,100,12,0,88,"St. Louis, Minnesota, US"
29189,St. Louis,Missouri,US,2020-05-15T02:33:02,38.61,-90.412,4104,305,0,3799,"St. Louis, Missouri, US"
29510,St. Louis City,Missouri,US,2020-05-15T02:33:02,38.636,-90.243,1596,95,0,1501,"St. Louis City, Missouri, US"
12111,St. Lucie,Florida,US,2020-05-15T02:33:02,27.378,-80.471,301,26,0,275,"St. Lucie, Florida, US"
22099,St. Martin,Louisiana,US,2020-05-15T02:33:02,30.131,-91.614,278,22,0,256,"St. Martin, Louisiana, US"
22101,St. Mary,Louisiana,US,2020-05-15T02:33:02,29.693,-91.447,263,27,0,236,"St. Mary, Louisiana, US"
24037,St. Mary's,Maryland,US,2020-05-15T02:33:02,38.301,-76.606,271,9,0,262,"St. Mary's, Maryland, US"
22103,St. Tammany,Louisiana,US,2020-05-15T02:33:02,30.409,-89.956,1511,142,0,1369,"St. Tammany, Louisiana, US"
20185,Stafford,Kansas,US,2020-05-15T02:33:02,38.031,-98.718,1,0,0,1,"Stafford, Kansas, US"
51179,Stafford,Virginia,US,2020-05-15T02:33:02,38.418,-77.459,426,4,0,422,"Stafford, Virginia, US"
06099,Stanislaus,California,US,2020-05-15T02:33:02,37.559,-120.997,537,23,0,514,"Stanislaus, California, US"
46117,Stanley,South Dakota,US,2020-05-15T02:33:02,44.414,-100.735,8,0,0,8,"Stanley, South Dakota, US"
37167,Stanly,North Carolina,US,2020-05-15T02:33:02,35.316,-80.251,32,4,0,28,"Stanly, North Carolina, US"
20187,Stanton,Kansas,US,2020-05-15T02:33:02,37.563,-101.784,9,0,0,9,"Stanton, Kansas, US"
31167,Stanton,Nebraska,US,2020-05-15T02:33:02,41.917,-97.194,8,0,0,8,"Stanton, Nebraska, US"
17175,Stark,Illinois,US,2020-05-15T02:33:02,41.093,-89.797,1,0,0,1,"Stark, Illinois, US"
38089,Stark,North Dakota,US,2020-05-15T02:33:02,46.809,-102.658,61,2,0,59,"Stark, North Dakota, US"
39151,Stark,Ohio,US,2020-05-15T02:33:02,40.815,-81.364,538,69,0,469,"Stark, Ohio, US"
18149,Starke,Indiana,US,2020-05-15T02:33:02,41.279,-86.647,24,2,0,22,"Starke, Indiana, US"
48427,Starr,Texas,US,2020-05-15T02:33:02,26.562,-98.739,14,0,0,14,"Starr, Texas, US"
51790,Staunton,Virginia,US,2020-05-15T02:33:02,38.16,-79.06,23,0,0,23,"Staunton, Virginia, US"
29186,Ste. Genevieve,Missouri,US,2020-05-15T02:33:02,37.891,-90.195,8,1,0,7,"Ste. Genevieve, Missouri, US"
27145,Stearns,Minnesota,US,2020-05-15T02:33:02,45.552,-94.611,1609,9,0,1600,"Stearns, Minnesota, US"
27147,Steele,Minnesota,US,2020-05-15T02:33:02,44.022,-93.226,85,0,0,85,"Steele, Minnesota, US"
13257,Stephens,Georgia,US,2020-05-15T02:33:02,34.552,-83.294,94,1,0,93,"Stephens, Georgia, US"
40137,Stephens,Oklahoma,US,2020-05-15T02:33:02,34.486,-97.851,22,1,0,21,"Stephens, Oklahoma, US"
48429,Stephens,Texas,US,2020-05-15T02:33:02,32.736,-98.836,2,0,0,2,"Stephens, Texas, US"
17177,Stephenson,Illinois,US,2020-05-15T02:33:02,42.351,-89.663,119,0,0,119,"Stephenson, Illinois, US"
18151,Steuben,Indiana,US,2020-05-15T02:33:02,41.644,-85.001,67,2,0,65,"Steuben, Indiana, US"
36101,Steuben,New York,US,2020-05-15T02:33:02,42.269,-77.383,230,39,0,191,"Steuben, New York, US"
20189,Stevens,Kansas,US,2020-05-15T02:33:02,37.192,-101.312,26,0,0,26,"Stevens, Kansas, US"
27149,Stevens,Minnesota,US,2020-05-15T02:33:02,45.586,-96.002,1,0,0,1,"Stevens, Minnesota, US"
53065,Stevens,Washington,US,2020-05-15T02:33:02,48.4,-117.854,9,1,0,8,"Stevens, Washington, US"
13259,Stewart,Georgia,US,2020-05-15T02:33:02,32.08,-84.832,37,0,0,37,"Stewart, Georgia, US"
47161,Stewart,Tennessee,US,2020-05-15T02:33:02,36.502,-87.839,7,0,0,7,"Stewart, Tennessee, US"
30095,Stillwater,Montana,US,2020-05-15T02:33:02,45.671,-109.395,1,0,0,1,"Stillwater, Montana, US"
29207,Stoddard,Missouri,US,2020-05-15T02:33:02,36.856,-89.944,30,0,0,30,"Stoddard, Missouri, US"
37169,Stokes,North Carolina,US,2020-05-15T02:33:02,36.402,-80.239,22,0,0,22,"Stokes, North Carolina, US"
05137,Stone,Arkansas,US,2020-05-15T02:33:02,35.863,-92.157,8,0,0,8,"Stone, Arkansas, US"
28131,Stone,Mississippi,US,2020-05-15T02:33:02,30.792,-89.115,26,0,0,26,"Stone, Mississippi, US"
29209,Stone,Missouri,US,2020-05-15T02:33:02,36.75,-93.453,3,0,0,3,"Stone, Missouri, US"
32029,Storey,Nevada,US,2020-05-15T02:33:02,39.449,-119.525,1,0,0,1,"Storey, Nevada, US"
19169,Story,Iowa,US,2020-05-15T02:33:02,42.036,-93.465,66,1,0,65,"Story, Iowa, US"
33017,Strafford,New Hampshire,US,2020-05-15T02:33:02,43.292,-71.023,215,11,0,204,"Strafford, New Hampshire, US"
38093,Stutsman,North Dakota,US,2020-05-15T02:33:02,46.98,-98.956,16,0,0,16,"Stutsman, North Dakota, US"
56035,Sublette,Wyoming,US,2020-05-15T02:33:02,42.766,-109.913,3,0,0,3,"Sublette, Wyoming, US"
25025,Suffolk,Massachusetts,US,2020-05-15T02:33:02,42.36,-71.059,15881,759,0,15122,"Suffolk, Massachusetts, US"
36103,Suffolk,New York,US,2020-05-15T02:33:02,40.985,-72.615,37544,1697,0,35847,"Suffolk, New York, US"
51800,Suffolk,Virginia,US,2020-05-15T02:33:02,36.702,-76.636,221,22,0,199,"Suffolk, Virginia, US"
18153,Sullivan,Indiana,US,2020-05-15T02:33:02,39.09,-87.414,24,0,0,24,"Sullivan, Indiana, US"
29211,Sullivan,Missouri,US,2020-05-15T02:33:02,40.21,-93.112,9,0,0,9,"Sullivan, Missouri, US"
33019,Sullivan,New Hampshire,US,2020-05-15T02:33:02,43.361,-72.222,14,1,0,13,"Sullivan, New Hampshire, US"
36105,Sullivan,New York,US,2020-05-15T02:33:02,41.716,-74.764,1168,25,0,1143,"Sullivan, New York, US"
42113,Sullivan,Pennsylvania,US,2020-05-15T02:33:02,41.446,-76.512,1,0,0,1,"Sullivan, Pennsylvania, US"
47163,Sullivan,Tennessee,US,2020-05-15T02:33:02,36.512,-82.304,56,2,0,54,"Sullivan, Tennessee, US"
46119,Sully,South Dakota,US,2020-05-15T02:33:02,44.716,-100.128,1,0,0,1,"Sully, South Dakota, US"
54089,Summers,West Virginia,US,2020-05-15T02:33:02,37.654,-80.86,1,0,0,1,"Summers, West Virginia, US"
08117,Summit,Colorado,US,2020-05-15T02:33:02,39.591,-106.064,175,1,0,174,"Summit, Colorado, US"
39153,Summit,Ohio,US,2020-05-15T02:33:02,41.125,-81.531,976,101,0,875,"Summit, Ohio, US"
49043,Summit,Utah,US,2020-05-15T02:33:02,40.867,-110.954,393,0,0,393,"Summit, Utah, US"
20191,Sumner,Kansas,US,2020-05-15T02:33:02,37.237,-97.477,5,1,0,4,"Sumner, Kansas, US"
47165,Sumner,Tennessee,US,2020-05-15T02:33:02,36.468,-86.459,720,41,0,679,"Sumner, Tennessee, US"
01119,Sumter,Alabama,US,2020-05-15T02:33:02,32.591,-88.199,115,4,0,111,"Sumter, Alabama, US"
12119,Sumter,Florida,US,2020-05-15T02:33:02,28.702,-82.079,246,16,0,230,"Sumter, Florida, US"
13261,Sumter,Georgia,US,2020-05-15T02:33:02,32.037,-84.198,412,38,0,374,"Sumter, Georgia, US"
45085,Sumter,South Carolina,US,2020-05-15T02:33:02,33.918,-80.379,301,13,0,288,"Sumter, South Carolina, US"
28133,Sunflower,Mississippi,US,2020-05-15T02:33:02,33.602,-90.589,65,3,0,62,"Sunflower, Mississippi, US"
37171,Surry,North Carolina,US,2020-05-15T02:33:02,36.417,-80.691,62,1,0,61,"Surry, North Carolina, US"
51181,Surry,Virginia,US,2020-05-15T02:33:02,37.118,-76.885,6,1,0,5,"Surry, Virginia, US"
42115,Susquehanna,Pennsylvania,US,2020-05-15T02:33:02,41.821,-75.801,82,14,0,68,"Susquehanna, Pennsylvania, US"
10005,Sussex,Delaware,US,2020-05-15T02:33:02,38.661,-75.39,3503,105,0,3398,"Sussex, Delaware, US"
34037,Sussex,New Jersey,US,2020-05-15T02:33:02,41.139,-74.691,1046,137,0,909,"Sussex, New Jersey, US"
51183,Sussex,Virginia,US,2020-05-15T02:33:02,36.924,-77.258,53,1,0,52,"Sussex, Virginia, US"
06101,Sutter,California,US,2020-05-15T02:33:02,39.034,-121.695,37,2,0,35,"Sutter, California, US"
12121,Suwannee,Florida,US,2020-05-15T02:33:02,30.197,-82.991,151,18,0,133,"Suwannee, Florida, US"
37173,Swain,North Carolina,US,2020-05-15T02:33:02,35.487,-83.487,5,0,0,5,"Swain, North Carolina, US"
56037,Sweetwater,Wyoming,US,2020-05-15T02:33:02,41.659,-108.883,21,0,0,21,"Sweetwater, Wyoming, US"
27151,Swift,Minnesota,US,2020-05-15T02:33:02,45.283,-95.683,10,0,0,10,"Swift, Minnesota, US"
48437,Swisher,Texas,US,2020-05-15T02:33:02,34.53,-101.735,13,0,0,13,"Swisher, Texas, US"
18155,Switzerland,Indiana,US,2020-05-15T02:33:02,38.828,-85.03,14,0,0,14,"Switzerland, Indiana, US"
13263,Talbot,Georgia,US,2020-05-15T02:33:02,32.696,-84.534,27,1,0,26,"Talbot, Georgia, US"
24041,Talbot,Maryland,US,2020-05-15T02:33:02,38.766,-76.109,64,1,0,63,"Talbot, Maryland, US"
13265,Taliaferro,Georgia,US,2020-05-15T02:33:02,33.565,-82.881,1,0,0,1,"Taliaferro, Georgia, US"
01121,Talladega,Alabama,US,2020-05-15T02:33:02,33.378,-86.169,76,2,0,74,"Talladega, Alabama, US"
28135,Tallahatchie,Mississippi,US,2020-05-15T02:33:02,33.953,-90.173,15,1,0,14,"Tallahatchie, Mississippi, US"
01123,Tallapoosa,Alabama,US,2020-05-15T02:33:02,32.867,-85.798,345,56,0,289,"Tallapoosa, Alabama, US"
19171,Tama,Iowa,US,2020-05-15T02:33:02,42.08,-92.533,348,13,0,335,"Tama, Iowa, US"
29213,Taney,Missouri,US,2020-05-15T02:33:02,36.655,-93.041,12,2,0,10,"Taney, Missouri, US"
22105,Tangipahoa,Louisiana,US,2020-05-15T02:33:02,30.629,-90.407,696,30,0,666,"Tangipahoa, Louisiana, US"
35055,Taos,New Mexico,US,2020-05-15T02:33:02,36.58,-105.631,22,0,0,22,"Taos, New Mexico, US"
48439,Tarrant,Texas,US,2020-05-15T02:33:02,32.771,-97.291,4076,114,0,3962,"Tarrant, Texas, US"
28137,Tate,Mississippi,US,2020-05-15T02:33:02,34.651,-89.945,55,0,0,55,"Tate, Mississippi, US"
13267,Tattnall,Georgia,US,2020-05-15T02:33:02,32.048,-82.055,11,0,0,11,"Tattnall, Georgia, US"
12123,Taylor,Florida,US,2020-05-15T02:33:02,30.048,-83.604,3,0,0,3,"Taylor, Florida, US"
13269,Taylor,Georgia,US,2020-05-15T02:33:02,32.558,-84.251,22,2,0,20,"Taylor, Georgia, US"
19173,Taylor,Iowa,US,2020-05-15T02:33:02,40.737,-94.698,1,0,0,1,"Taylor, Iowa, US"
21217,Taylor,Kentucky,US,2020-05-15T02:33:02,37.368,-85.333,9,0,0,9,"Taylor, Kentucky, US"
48441,Taylor,Texas,US,2020-05-15T02:33:02,32.302,-99.89,214,6,0,208,"Taylor, Texas, US"
54091,Taylor,West Virginia,US,2020-05-15T02:33:02,39.336,-80.042,8,0,0,8,"Taylor, West Virginia, US"
17179,Tazewell,Illinois,US,2020-05-15T02:33:02,40.507,-89.514,58,3,0,55,"Tazewell, Illinois, US"
51185,Tazewell,Virginia,US,2020-05-15T02:33:02,37.122,-81.567,6,0,0,6,"Tazewell, Virginia, US"
06103,Tehama,California,US,2020-05-15T02:33:02,40.126,-122.237,1,1,0,0,"Tehama, California, US"
13271,Telfair,Georgia,US,2020-05-15T02:33:02,31.928,-82.935,29,1,0,28,"Telfair, Georgia, US"
08119,Teller,Colorado,US,2020-05-15T02:33:02,38.881,-105.161,31,2,0,29,"Teller, Colorado, US"
22107,Tensas,Louisiana,US,2020-05-15T02:33:02,32.008,-91.329,6,0,0,6,"Tensas, Louisiana, US"
22109,Terrebonne,Louisiana,US,2020-05-15T02:33:02,29.373,-90.826,550,41,0,509,"Terrebonne, Louisiana, US"
13273,Terrell,Georgia,US,2020-05-15T02:33:02,31.775,-84.441,199,24,0,175,"Terrell, Georgia, US"
48445,Terry,Texas,US,2020-05-15T02:33:02,33.174,-102.335,12,0,0,12,"Terry, Texas, US"
16081,Teton,Idaho,US,2020-05-15T02:33:02,43.753,-111.206,11,0,0,11,"Teton, Idaho, US"
56039,Teton,Wyoming,US,2020-05-15T02:33:02,43.935,-110.589,99,0,0,99,"Teton, Wyoming, US"
29215,Texas,Missouri,US,2020-05-15T02:33:02,37.317,-91.966,0,0,0,0,"Texas, Missouri, US"
40139,Texas,Oklahoma,US,2020-05-15T02:33:02,36.748,-101.489,541,4,0,537,"Texas, Oklahoma, US"
13275,Thomas,Georgia,US,2020-05-15T02:33:02,30.864,-83.918,276,28,0,248,"Thomas, Georgia, US"
31171,Thomas,Nebraska,US,2020-05-15T02:33:02,41.914,-100.556,1,0,0,1,"Thomas, Nebraska, US"
31173,Thurston,Nebraska,US,2020-05-15T02:33:02,42.157,-96.542,19,0,0,19,"Thurston, Nebraska, US"
53067,Thurston,Washington,US,2020-05-15T02:33:02,46.929,-122.829,123,1,0,122,"Thurston, Washington, US"
13277,Tift,Georgia,US,2020-05-15T02:33:02,31.457,-83.524,170,10,0,160,"Tift, Georgia, US"
41057,Tillamook,Oregon,US,2020-05-15T02:33:02,45.462,-123.712,6,0,0,6,"Tillamook, Oregon, US"
40141,Tillman,Oklahoma,US,2020-05-15T02:33:02,34.373,-98.924,21,1,0,20,"Tillman, Oklahoma, US"
36107,Tioga,New York,US,2020-05-15T02:33:02,42.169,-76.308,108,20,0,88,"Tioga, New York, US"
42117,Tioga,Pennsylvania,US,2020-05-15T02:33:02,41.773,-77.254,16,1,0,15,"Tioga, Pennsylvania, US"
28139,Tippah,Mississippi,US,2020-05-15T02:33:02,34.769,-88.91,66,11,0,55,"Tippah, Mississippi, US"
18157,Tippecanoe,Indiana,US,2020-05-15T02:33:02,40.389,-86.894,268,2,0,266,"Tippecanoe, Indiana, US"
18159,Tipton,Indiana,US,2020-05-15T02:33:02,40.311,-86.052,21,1,0,20,"Tipton, Indiana, US"
47167,Tipton,Tennessee,US,2020-05-15T02:33:02,35.502,-89.737,402,2,0,400,"Tipton, Tennessee, US"
28141,Tishomingo,Mississippi,US,2020-05-15T02:33:02,34.74,-88.239,11,0,0,11,"Tishomingo, Mississippi, US"
48449,Titus,Texas,US,2020-05-15T02:33:02,33.213,-94.968,74,0,0,74,"Titus, Texas, US"
21219,Todd,Kentucky,US,2020-05-15T02:33:02,36.838,-87.179,15,0,0,15,"Todd, Kentucky, US"
27153,Todd,Minnesota,US,2020-05-15T02:33:02,46.07,-94.898,46,0,0,46,"Todd, Minnesota, US"
46121,Todd,South Dakota,US,2020-05-15T02:33:02,43.193,-100.72,13,0,0,13,"Todd, South Dakota, US"
09013,Tolland,Connecticut,US,2020-05-15T02:33:02,41.859,-72.331,568,51,0,517,"Tolland, Connecticut, US"
48451,Tom Green,Texas,US,2020-05-15T02:33:02,31.405,-100.462,85,1,0,84,"Tom Green, Texas, US"
36109,Tompkins,New York,US,2020-05-15T02:33:02,42.449,-76.472,136,0,0,136,"Tompkins, New York, US"
49045,Tooele,Utah,US,2020-05-15T02:33:02,40.449,-113.13,84,0,0,84,"Tooele, Utah, US"
30101,Toole,Montana,US,2020-05-15T02:33:02,48.656,-111.694,29,6,0,23,"Toole, Montana, US"
13279,Toombs,Georgia,US,2020-05-15T02:33:02,32.121,-82.33,43,4,0,39,"Toombs, Georgia, US"
35057,Torrance,New Mexico,US,2020-05-15T02:33:02,34.64,-105.851,18,1,0,17,"Torrance, New Mexico, US"
13281,Towns,Georgia,US,2020-05-15T02:33:02,34.914,-83.741,21,1,0,20,"Towns, Georgia, US"
38097,Traill,North Dakota,US,2020-05-15T02:33:02,47.454,-97.163,1,0,0,1,"Traill, North Dakota, US"
37175,Transylvania,North Carolina,US,2020-05-15T02:33:02,35.204,-82.796,7,0,0,7,"Transylvania, North Carolina, US"
27155,Traverse,Minnesota,US,2020-05-15T02:33:02,45.773,-96.471,3,0,0,3,"Traverse, Minnesota, US"
48453,Travis,Texas,US,2020-05-15T02:33:02,30.334,-97.785,2345,74,0,2271,"Travis, Texas, US"
55121,Trempealeau,Wisconsin,US,2020-05-15T02:33:02,44.304,-91.359,7,0,0,7,"Trempealeau, Wisconsin, US"
13283,Treutlen,Georgia,US,2020-05-15T02:33:02,32.404,-82.569,7,0,0,7,"Treutlen, Georgia, US"
,Tri,Utah,US,2020-05-15T02:33:02,40.125,-109.517,16,0,0,16,"Tri, Utah, US"
21221,Trigg,Kentucky,US,2020-05-15T02:33:02,36.808,-87.873,9,0,0,9,"Trigg, Kentucky, US"
21223,Trimble,Kentucky,US,2020-05-15T02:33:02,38.611,-85.338,3,0,0,3,"Trimble, Kentucky, US"
06105,Trinity,California,US,2020-05-15T02:33:02,40.649,-123.115,1,0,0,1,"Trinity, California, US"
48455,Trinity,Texas,US,2020-05-15T02:33:02,31.088,-95.137,11,0,0,11,"Trinity, Texas, US"
46123,Tripp,South Dakota,US,2020-05-15T02:33:02,43.345,-99.885,1,0,0,1,"Tripp, South Dakota, US"
13285,Troup,Georgia,US,2020-05-15T02:33:02,33.033,-85.028,192,5,0,187,"Troup, Georgia, US"
47169,Trousdale,Tennessee,US,2020-05-15T02:33:02,36.39,-86.161,1382,3,0,1379,"Trousdale, Tennessee, US"
39155,Trumbull,Ohio,US,2020-05-15T02:33:02,41.317,-80.761,432,36,0,396,"Trumbull, Ohio, US"
54093,Tucker,West Virginia,US,2020-05-15T02:33:02,39.112,-79.571,4,0,0,4,"Tucker, West Virginia, US"
06107,Tulare,California,US,2020-05-15T02:33:02,36.22,-118.802,1295,54,0,1241,"Tulare, California, US"
40143,Tulsa,Oklahoma,US,2020-05-15T02:33:02,36.159,-95.941,743,37,0,706,"Tulsa, Oklahoma, US"
28143,Tunica,Mississippi,US,2020-05-15T02:33:02,34.65,-90.375,40,2,0,38,"Tunica, Mississippi, US"
06109,Tuolumne,California,US,2020-05-15T02:33:02,38.026,-119.953,2,0,0,2,"Tuolumne, California, US"
13287,Turner,Georgia,US,2020-05-15T02:33:02,31.716,-83.621,81,12,0,69,"Turner, Georgia, US"
46125,Turner,South Dakota,US,2020-05-15T02:33:02,43.311,-97.149,18,0,0,18,"Turner, South Dakota, US"
01125,Tuscaloosa,Alabama,US,2020-05-15T02:33:02,33.287,-87.526,319,8,0,311,"Tuscaloosa, Alabama, US"
39157,Tuscarawas,Ohio,US,2020-05-15T02:33:02,40.442,-81.472,235,1,0,234,"Tuscarawas, Ohio, US"
26157,Tuscola,Michigan,US,2020-05-15T02:33:02,43.466,-83.419,163,17,0,146,"Tuscola, Michigan, US"
13289,Twiggs,Georgia,US,2020-05-15T02:33:02,32.674,-83.431,9,0,0,9,"Twiggs, Georgia, US"
